parcel_id,district,land_type,area_ha,num_title_holders,circle_rate_lakh,market_rate_lakh,rate_deviation_pct,active_court_stays,deed_mismatch,gram_sabha_pending,is_forest,rr_required,infra_proximity_km,delay_months,risk_score,risk_level
PCL-MP-1429,Raisen,Forest/Eco-sensitive,2.05,3,55.21,76.65,38.8,0,0,1,1,0,3.3,13.8,43,Medium
PCL-MP-1430,Dewas,Tribal Schedule V,75.74,3,105.25,244.83,132.6,1,0,1,0,0,23.7,21.4,67,High
PCL-MP-1431,Jabalpur,Agricultural,20.81,3,61.25,85.93,40.3,0,0,0,0,1,29.5,7.7,24,Low
PCL-MP-1432,Sehore,Private Commercial,68.11,2,51.26,101.11,97.2,0,1,0,0,0,43.9,15.4,48,Medium
PCL-MP-1433,Indore,Agricultural,47.6,2,40.65,88.1,116.7,2,0,0,0,0,43.3,25.3,79,High
PCL-MP-1434,Dewas,Agricultural,79.4,5,37.92,46.36,22.3,2,0,0,0,1,27.4,22.7,71,High
PCL-MP-1435,Indore,Forest/Eco-sensitive,30.86,4,36.4,79.24,117.7,1,1,1,1,1,7.8,32.0,100,High
PCL-MP-1436,Indore,Agricultural,65.1,1,103.66,241.3,132.8,1,0,0,0,1,8.4,19.2,60,Medium
PCL-MP-1437,Sehore,Private Commercial,27.95,4,100.44,157.69,57.0,0,0,0,0,0,32.5,7.4,23,Low
PCL-MP-1438,Raisen,Private Commercial,63.24,1,69.26,111.15,60.5,0,1,0,0,0,23.6,7.7,24,Low
PCL-MP-1439,Sehore,Agricultural,65.16,1,41.14,65.3,58.7,0,0,0,0,1,7.9,9.0,28,Low
PCL-MP-1440,Dewas,Private Commercial,5.11,2,64.4,121.51,88.7,1,1,0,0,0,26.6,21.8,68,High
PCL-MP-1441,Raisen,Agricultural,38.6,3,63.56,143.02,125.0,0,0,0,0,1,14.9,12.2,38,Medium
PCL-MP-1442,Jabalpur,Tribal Schedule V,67.8,14,87.33,94.51,8.2,0,0,1,0,0,32.8,22.1,69,High
PCL-MP-1443,Indore,Agricultural,32.66,3,102.54,181.49,77.0,0,1,0,0,0,8.5,11.2,35,Low
PCL-MP-1444,Jabalpur,Agricultural,26.53,8,49.55,60.06,21.2,0,0,0,0,1,34.6,14.7,46,Medium
PCL-MP-1445,Raisen,Private Commercial,0.99,4,45.22,81.57,80.4,1,1,0,0,0,27.2,23.0,72,High
PCL-MP-1446,Indore,Tribal Schedule V,24.0,13,72.39,155.39,114.7,2,0,1,0,0,30.2,32.0,100,High
PCL-MP-1447,Bhopal,Agricultural,35.73,3,38.71,52.74,36.2,0,0,0,0,1,25.5,6.7,21,Low
PCL-MP-1448,Raisen,Forest/Eco-sensitive,30.94,1,32.92,45.56,38.4,0,0,1,1,1,25.0,14.7,46,Medium
PCL-MP-1449,Jabalpur,Tribal Schedule V,28.32,9,69.59,136.32,95.9,2,0,1,0,0,22.0,32.0,100,High
PCL-MP-1450,Jabalpur,Private Commercial,67.1,3,61.3,133.59,117.9,1,0,0,0,0,27.8,15.0,47,Medium
PCL-MP-1451,Raisen,Private Commercial,15.7,2,85.23,201.99,137.0,2,0,0,0,1,38.2,26.2,82,High
PCL-MP-1452,Ujjain,Private Commercial,35.54,1,53.37,94.07,76.3,0,1,0,0,1,13.0,12.8,40,Medium
PCL-MP-1453,Sehore,Private Commercial,65.31,1,83.3,120.37,44.5,0,0,0,0,1,8.3,6.7,21,Low
PCL-MP-1454,Dewas,Tribal Schedule V,78.43,10,102.87,216.65,110.6,1,0,0,0,1,15.4,28.2,88,High
PCL-MP-1455,Jabalpur,Agricultural,44.53,6,72.19,70.54,-2.3,0,0,0,0,0,35.9,4.2,13,Low
PCL-MP-1456,Bhopal,Government Wasteland,24.2,1,53.83,80.43,49.4,0,0,0,0,1,8.8,9.3,29,Low
PCL-MP-1457,Dewas,Forest/Eco-sensitive,27.08,1,48.08,51.73,7.6,0,0,0,1,1,23.9,8.6,27,Low
PCL-MP-1458,Indore,Agricultural,66.83,4,102.64,163.55,59.3,1,0,0,0,1,41.6,17.9,56,Medium
PCL-MP-1459,Ujjain,Agricultural,65.52,2,94.88,219.19,131.0,0,1,0,0,0,20.9,12.2,38,Medium
PCL-MP-1460,Jabalpur,Tribal Schedule V,10.29,7,104.25,202.89,94.6,2,0,1,0,1,29.8,32.0,100,High
PCL-MP-1461,Dewas,Private Commercial,18.23,2,41.37,55.9,35.1,0,0,0,0,1,7.1,8.0,25,Low
PCL-MP-1462,Dewas,Agricultural,81.48,2,42.56,62.05,45.8,0,1,0,0,0,13.1,10.6,33,Low
PCL-MP-1463,Sehore,Tribal Schedule V,46.18,3,36.06,58.87,63.3,0,1,1,0,1,8.5,21.1,66,High
PCL-MP-1464,Sehore,Tribal Schedule V,53.69,14,84.45,155.7,84.4,1,0,0,0,1,43.8,32.0,100,High
PCL-MP-1465,Indore,Agricultural,68.3,8,33.27,46.58,40.0,0,0,0,0,1,42.7,11.8,37,Low
PCL-MP-1466,Indore,Tribal Schedule V,52.63,8,58.33,114.59,96.5,1,0,1,0,1,21.7,30.7,96,High
PCL-MP-1467,Indore,Agricultural,29.96,3,68.18,104.88,53.8,0,1,0,0,1,3.7,16.0,50,Medium
PCL-MP-1468,Dewas,Private Commercial,34.37,4,45.28,59.02,30.3,1,1,0,0,1,31.4,17.3,54,Medium
PCL-MP-1469,Sehore,Forest/Eco-sensitive,46.51,2,39.71,76.28,92.1,0,0,0,1,1,27.0,17.3,54,Medium
PCL-MP-1470,Dewas,Private Commercial,69.96,2,51.18,78.74,53.8,0,0,0,0,1,37.0,8.0,25,Low
PCL-MP-1471,Bhopal,Agricultural,69.54,1,89.35,170.5,90.8,0,0,0,0,1,20.4,12.5,39,Medium
PCL-MP-1472,Indore,Forest/Eco-sensitive,27.25,3,103.07,237.9,130.8,0,0,0,1,1,27.7,14.4,45,Medium
PCL-MP-1473,Ujjain,Agricultural,31.7,1,25.07,44.17,76.2,0,1,0,0,1,1.9,12.2,38,Medium
PCL-MP-1474,Raisen,Forest/Eco-sensitive,33.82,3,85.5,131.56,53.9,2,1,1,1,1,38.0,32.0,100,High
PCL-MP-1475,Dewas,Government Wasteland,57.12,2,25.99,49.13,89.0,1,0,0,0,0,6.5,17.0,53,Medium
PCL-MP-1476,Indore,Private Commercial,35.64,4,100.95,197.69,95.8,0,0,0,0,1,19.4,14.7,46,Medium
PCL-MP-1477,Indore,Agricultural,51.59,8,96.98,125.42,29.3,0,0,0,0,1,16.8,12.2,38,Medium
PCL-MP-1478,Bhopal,Private Commercial,60.06,1,74.32,174.24,134.4,1,0,0,0,0,33.9,14.4,45,Medium
PCL-MP-1479,Sehore,Tribal Schedule V,7.97,10,78.61,150.34,91.2,1,0,1,0,1,40.7,32.0,100,High
PCL-MP-1480,Sehore,Forest/Eco-sensitive,40.12,4,73.79,105.57,43.1,0,0,1,1,1,31.4,19.8,62,Medium
PCL-MP-1481,Ujjain,Private Commercial,5.69,4,74.14,132.02,78.1,0,0,0,0,0,33.3,7.4,23,Low
PCL-MP-1482,Bhopal,Agricultural,7.47,2,97.37,131.73,35.3,1,0,0,0,0,1.1,10.9,34,Low
PCL-MP-1483,Sehore,Forest/Eco-sensitive,56.2,3,93.67,124.47,32.9,0,0,0,1,0,15.8,9.0,28,Low
PCL-MP-1484,Bhopal,Government Wasteland,50.82,2,96.2,196.39,104.1,1,0,0,0,0,7.9,13.8,43,Medium
PCL-MP-1485,Bhopal,Private Commercial,64.34,1,29.46,47.81,62.3,0,0,0,0,0,41.5,3.2,10,Low
PCL-MP-1486,Indore,Agricultural,60.12,8,47.32,81.35,71.9,1,0,0,0,1,14.5,19.5,61,Medium
PCL-MP-1487,Bhopal,Tribal Schedule V,54.36,9,76.89,145.74,89.5,1,0,1,0,1,21.0,32.0,100,High
PCL-MP-1488,Jabalpur,Forest/Eco-sensitive,62.55,2,69.2,133.74,93.3,0,0,1,1,1,3.5,20.2,63,Medium
PCL-MP-1489,Jabalpur,Agricultural,19.04,5,46.41,46.38,-0.1,0,1,0,0,1,40.3,13.4,42,Medium
PCL-MP-1490,Indore,Government Wasteland,54.42,1,32.34,59.08,82.7,1,0,0,0,0,8.7,15.4,48,Medium
PCL-MP-1491,Dewas,Private Commercial,79.61,4,103.43,139.71,35.1,0,0,0,0,0,14.9,6.1,19,Low
PCL-MP-1492,Indore,Forest/Eco-sensitive,23.93,1,57.54,82.42,43.2,1,0,1,1,1,41.8,23.7,74,High
PCL-MP-1493,Raisen,Agricultural,46.18,7,43.56,82.02,88.3,0,0,0,0,1,3.7,17.0,53,Medium
PCL-MP-1494,Sehore,Forest/Eco-sensitive,66.18,1,101.2,117.98,16.6,0,0,0,1,1,31.7,8.3,26,Low
PCL-MP-1495,Sehore,Forest/Eco-sensitive,65.65,4,62.06,134.91,117.4,0,0,1,1,1,43.0,23.0,72,High
PCL-MP-1496,Ujjain,Forest/Eco-sensitive,10.74,3,53.34,74.09,38.9,1,0,1,1,0,38.5,19.8,62,Medium
PCL-MP-1497,Ujjain,Forest/Eco-sensitive,55.24,2,72.13,169.71,135.3,0,0,1,1,1,31.2,23.7,74,High
PCL-MP-1498,Raisen,Agricultural,53.97,4,36.9,45.39,23.0,0,0,0,0,1,3.3,7.7,24,Low
PCL-MP-1499,Sehore,Government Wasteland,69.1,1,28.15,29.03,3.1,0,1,0,0,1,36.4,7.7,24,Low
PCL-MP-1500,Jabalpur,Private Commercial,79.94,2,87.99,113.32,28.8,1,0,0,0,1,40.9,12.8,40,Medium
PCL-MP-1501,Jabalpur,Agricultural,15.06,1,101.9,218.07,114.0,1,0,0,0,1,36.9,17.3,54,Medium
PCL-MP-1502,Bhopal,Private Commercial,68.03,2,30.36,37.76,24.4,0,0,0,0,0,18.4,4.8,15,Low
PCL-MP-1503,Sehore,Agricultural,71.18,4,89.96,162.83,81.0,2,1,0,0,1,31.5,32.0,100,High
PCL-MP-1504,Sehore,Agricultural,21.09,1,36.34,76.21,109.7,0,0,0,0,1,39.6,10.9,34,Low
PCL-MP-1505,Bhopal,Forest/Eco-sensitive,50.67,3,60.38,128.05,112.1,0,0,1,1,1,23.8,22.7,71,High
PCL-MP-1506,Raisen,Agricultural,15.25,1,75.68,150.6,99.0,0,1,0,0,0,13.9,11.2,35,Low
PCL-MP-1507,Indore,Agricultural,45.3,2,77.61,170.82,120.1,0,0,0,0,1,28.4,12.8,40,Medium
PCL-MP-1508,Indore,Agricultural,16.87,3,83.25,196.01,135.4,2,0,0,0,1,29.2,26.9,84,High
PCL-MP-1509,Dewas,Private Commercial,75.71,4,28.68,58.04,102.4,0,1,0,0,0,22.1,17.3,54,Medium
PCL-MP-1510,Bhopal,Agricultural,20.38,8,75.38,107.24,42.3,1,0,0,0,0,15.0,21.1,66,High
PCL-MP-1511,Ujjain,Agricultural,75.82,2,65.03,107.45,65.2,0,1,0,0,0,20.7,11.5,36,Low
PCL-MP-1512,Raisen,Agricultural,39.18,4,78.72,186.14,136.5,2,0,0,0,1,6.6,29.1,91,High
PCL-MP-1513,Indore,Forest/Eco-sensitive,19.08,3,76.31,159.86,109.5,0,0,1,1,0,38.5,18.2,57,Medium
PCL-MP-1514,Bhopal,Agricultural,44.59,4,75.28,162.88,116.4,1,0,0,0,1,15.1,18.9,59,Medium
PCL-MP-1515,Sehore,Government Wasteland,77.71,1,60.51,61.36,1.4,0,0,0,0,1,19.4,1.9,6,Low
PCL-MP-1516,Raisen,Private Commercial,67.93,1,63.46,82.42,29.9,0,1,0,0,0,42.8,7.7,24,Low
PCL-MP-1517,Jabalpur,Government Wasteland,1.85,3,38.75,62.62,61.6,0,0,0,0,0,44.0,7.4,23,Low
PCL-MP-1518,Raisen,Forest/Eco-sensitive,74.37,4,40.72,90.14,121.4,0,0,1,1,1,17.6,23.4,73,High
PCL-MP-1519,Dewas,Agricultural,23.3,4,91.95,98.15,6.7,0,0,0,0,1,42.6,5.1,16,Low
PCL-MP-1520,Jabalpur,Agricultural,4.86,7,56.08,103.62,84.8,2,0,0,0,0,3.5,28.2,88,High
PCL-MP-1521,Dewas,Agricultural,10.1,8,87.68,178.94,104.1,0,0,0,0,0,34.0,14.7,46,Medium
PCL-MP-1522,Ujjain,Agricultural,30.3,5,67.8,105.99,56.3,1,0,0,0,1,37.4,17.6,55,Medium
PCL-MP-1523,Ujjain,Private Commercial,25.2,3,92.99,215.81,132.1,0,0,0,0,1,40.2,13.4,42,Medium
PCL-MP-1524,Raisen,Agricultural,33.51,3,49.51,115.71,133.7,1,0,0,0,1,39.4,18.2,57,Medium
PCL-MP-1525,Dewas,Agricultural,58.16,3,65.28,101.78,55.9,0,1,0,0,1,1.5,14.4,45,Medium
PCL-MP-1526,Ujjain,Agricultural,80.56,6,59.99,86.81,44.7,0,0,0,0,1,31.5,14.1,44,Medium
PCL-MP-1527,Dewas,Private Commercial,76.4,3,39.6,52.55,32.7,0,0,0,0,0,2.6,3.2,10,Low
PCL-MP-1528,Dewas,Agricultural,81.3,3,85.5,116.59,36.4,0,0,0,0,1,30.2,8.3,26,Low
PCL-MP-1529,Bhopal,Government Wasteland,49.05,4,47.13,57.38,21.7,0,1,0,0,1,15.8,14.4,45,Medium
PCL-MP-1530,Dewas,Agricultural,82.93,5,35.33,34.84,-1.4,0,0,0,0,0,41.8,6.4,20,Low
PCL-MP-1531,Sehore,Government Wasteland,28.49,3,65.28,89.45,37.0,0,0,0,0,1,7.0,10.6,33,Low
PCL-MP-1532,Sehore,Forest/Eco-sensitive,78.43,3,83.58,168.07,101.1,0,1,1,1,1,18.4,28.2,88,High
PCL-MP-1533,Bhopal,Agricultural,51.89,4,74.59,94.89,27.2,0,0,0,0,1,24.5,7.7,24,Low
PCL-MP-1534,Raisen,Forest/Eco-sensitive,81.42,4,41.53,58.59,41.1,0,0,0,1,1,7.1,15.7,49,Medium
PCL-MP-1535,Dewas,Agricultural,29.65,5,108.09,239.72,121.8,1,0,0,0,0,36.3,18.2,57,Medium
PCL-MP-1536,Dewas,Agricultural,62.02,7,86.93,134.79,55.1,0,0,0,0,1,14.0,16.0,50,Medium
PCL-MP-1537,Dewas,Agricultural,81.63,7,32.52,50.2,54.4,0,0,0,0,1,32.1,14.4,45,Medium
PCL-MP-1538,Ujjain,Tribal Schedule V,17.34,9,49.6,82.4,66.1,0,0,1,0,1,33.4,22.7,71,High
PCL-MP-1539,Indore,Agricultural,81.28,8,35.56,68.12,91.6,2,0,0,0,1,1.8,32.0,100,High
PCL-MP-1540,Ujjain,Agricultural,84.52,2,75.91,111.93,47.5,0,0,0,0,1,31.0,11.2,35,Low
PCL-MP-1541,Dewas,Private Commercial,49.11,3,38.84,40.19,3.5,0,0,0,0,1,7.8,5.1,16,Low
PCL-MP-1542,Dewas,Agricultural,54.26,6,29.14,40.01,37.3,0,1,0,0,1,28.4,16.0,50,Medium
PCL-MP-1543,Indore,Private Commercial,74.22,3,48.07,94.32,96.2,1,0,0,0,1,6.6,18.6,58,Medium
PCL-MP-1544,Dewas,Agricultural,41.47,6,103.28,122.53,18.6,1,0,0,0,0,25.4,11.5,36,Low
PCL-MP-1545,Ujjain,Private Commercial,47.07,1,60.47,137.77,127.8,2,1,0,0,1,31.3,26.9,84,High
PCL-MP-1546,Indore,Tribal Schedule V,75.68,12,69.47,163.72,135.7,1,0,1,0,1,31.4,32.0,100,High
PCL-MP-1547,Indore,Agricultural,7.14,2,31.61,65.54,107.3,0,1,0,0,0,5.3,12.5,39,Medium
PCL-MP-1548,Ujjain,Forest/Eco-sensitive,50.62,4,35.11,46.24,31.7,1,0,0,1,0,9.6,17.3,54,Medium
PCL-MP-1549,Dewas,Agricultural,12.8,5,105.65,153.65,45.4,1,0,0,0,0,11.3,15.7,49,Medium
PCL-MP-1550,Sehore,Agricultural,69.76,1,69.95,139.06,98.8,0,1,0,0,0,0.7,12.2,38,Medium
PCL-MP-1551,Sehore,Tribal Schedule V,40.61,14,75.1,119.22,58.7,0,1,1,0,1,10.0,30.1,94,High
PCL-MP-1552,Indore,Agricultural,64.84,6,35.51,39.41,11.0,1,0,0,0,1,2.3,15.7,49,Medium
PCL-MP-1553,Dewas,Private Commercial,62.71,4,44.2,68.09,54.0,0,0,0,0,0,40.3,8.3,26,Low
PCL-MP-1554,Ujjain,Private Commercial,57.89,2,26.09,50.29,92.8,0,0,0,0,1,30.6,12.8,40,Medium
PCL-MP-1555,Jabalpur,Private Commercial,9.1,2,30.5,72.1,136.4,1,0,0,0,0,6.0,16.6,52,Medium
PCL-MP-1556,Ujjain,Agricultural,42.67,5,89.29,188.53,111.1,0,0,0,0,1,42.8,17.0,53,Medium
PCL-MP-1557,Indore,Forest/Eco-sensitive,9.63,3,66.59,85.55,28.5,0,1,0,1,0,37.4,13.1,41,Medium
PCL-MP-1558,Raisen,Forest/Eco-sensitive,82.64,4,76.39,108.79,42.4,1,0,0,1,1,22.4,20.8,65,High
PCL-MP-1559,Raisen,Private Commercial,22.61,3,93.81,162.64,73.4,1,0,0,0,0,5.8,14.1,44,Medium
PCL-MP-1560,Raisen,Agricultural,32.3,8,28.06,33.85,20.6,0,0,0,0,0,7.8,9.0,28,Low
PCL-MP-1561,Raisen,Private Commercial,9.74,4,81.11,157.66,94.4,1,0,0,0,0,23.0,18.6,58,Medium
PCL-MP-1562,Raisen,Agricultural,50.44,7,77.44,113.18,46.2,0,0,0,0,1,2.5,15.0,47,Medium
PCL-MP-1563,Jabalpur,Private Commercial,65.16,3,57.35,90.09,57.1,0,0,0,0,1,11.4,9.0,28,Low
PCL-MP-1564,Indore,Private Commercial,50.57,1,98.86,110.33,11.6,1,1,0,0,1,19.3,13.8,43,Medium
PCL-MP-1565,Bhopal,Forest/Eco-sensitive,50.19,3,57.11,86.58,51.6,0,0,1,1,1,15.5,19.5,61,Medium
PCL-MP-1566,Sehore,Tribal Schedule V,56.89,5,77.26,114.1,47.7,0,0,0,0,0,37.9,8.0,25,Low
PCL-MP-1567,Bhopal,Agricultural,48.96,4,78.09,182.65,133.9,0,0,0,0,1,12.7,14.1,44,Medium
PCL-MP-1568,Sehore,Tribal Schedule V,40.66,6,54.52,57.85,6.1,0,0,1,0,1,14.4,13.8,43,Medium
PCL-MP-1569,Sehore,Private Commercial,65.01,2,99.88,185.81,86.0,0,1,0,0,1,29.9,17.3,54,Medium
PCL-MP-1570,Ujjain,Forest/Eco-sensitive,39.99,4,104.44,209.26,100.4,2,0,1,1,0,34.6,32.0,100,High
PCL-MP-1571,Ujjain,Tribal Schedule V,5.94,6,96.91,129.57,33.7,2,0,1,0,1,7.2,29.8,93,High
PCL-MP-1572,Bhopal,Agricultural,70.4,8,66.26,158.19,138.7,1,0,0,0,1,1.8,25.9,81,High
PCL-MP-1573,Sehore,Agricultural,72.54,8,91.49,94.26,3.0,0,0,0,0,1,3.3,9.9,31,Low
PCL-MP-1574,Raisen,Tribal Schedule V,57.26,4,58.74,127.33,116.8,0,0,1,0,1,5.9,19.2,60,Medium
PCL-MP-1575,Ujjain,Government Wasteland,21.78,1,45.24,51.0,12.7,0,0,0,0,1,17.9,1.6,5,Low
PCL-MP-1576,Jabalpur,Forest/Eco-sensitive,79.55,2,37.26,44.86,20.4,0,0,1,1,1,22.3,14.1,44,Medium
PCL-MP-1577,Dewas,Private Commercial,40.63,2,106.88,237.83,122.5,0,0,0,0,0,37.1,10.9,34,Low
PCL-MP-1578,Bhopal,Private Commercial,76.99,1,96.53,184.39,91.0,0,0,0,0,0,11.2,6.7,21,Low
PCL-MP-1579,Jabalpur,Agricultural,69.14,2,70.47,91.1,29.3,0,1,0,0,0,41.8,7.7,24,Low
PCL-MP-1580,Dewas,Agricultural,79.62,4,50.28,110.42,119.6,1,0,0,0,0,29.2,18.2,57,Medium
PCL-MP-1581,Bhopal,Tribal Schedule V,79.97,10,87.64,201.0,129.3,1,0,1,0,1,12.1,32.0,100,High
PCL-MP-1582,Bhopal,Agricultural,51.38,6,63.53,62.87,-1.0,1,0,0,0,0,6.6,11.2,35,Low
PCL-MP-1583,Dewas,Private Commercial,9.86,2,68.89,162.31,135.6,0,0,0,0,0,38.2,9.9,31,Low
PCL-MP-1584,Jabalpur,Agricultural,79.88,8,65.66,132.37,101.6,1,0,0,0,0,9.3,21.8,68,High
PCL-MP-1585,Raisen,Government Wasteland,75.23,2,26.76,26.31,-1.7,0,0,0,0,1,4.5,4.8,15,Low
PCL-MP-1586,Raisen,Agricultural,59.76,3,29.23,53.96,84.6,0,1,0,0,0,8.1,14.4,45,Medium
PCL-MP-1587,Sehore,Agricultural,78.24,8,95.32,158.85,66.6,2,0,0,0,0,12.3,26.2,82,High
PCL-MP-1588,Jabalpur,Private Commercial,11.5,2,76.01,181.9,139.3,1,0,0,0,0,18.7,16.6,52,Medium
PCL-MP-1589,Dewas,Agricultural,38.61,4,56.42,109.58,94.2,2,1,0,0,1,31.3,32.0,100,High
PCL-MP-1590,Jabalpur,Agricultural,32.91,7,87.57,115.73,32.2,2,0,0,0,1,40.9,29.1,91,High
PCL-MP-1591,Ujjain,Private Commercial,63.73,1,25.46,42.81,68.1,1,0,0,0,1,40.2,14.7,46,Medium
PCL-MP-1592,Bhopal,Private Commercial,22.49,4,104.08,231.36,122.3,1,0,0,0,1,5.7,22.1,69,High
PCL-MP-1593,Ujjain,Government Wasteland,24.24,3,103.73,141.1,36.0,0,0,0,0,0,12.2,4.8,15,Low
PCL-MP-1594,Dewas,Agricultural,14.44,8,89.91,105.13,16.9,0,0,0,0,0,36.0,8.6,27,Low
PCL-MP-1595,Indore,Agricultural,40.24,3,85.01,134.56,58.3,0,0,0,0,1,16.4,10.2,32,Low
PCL-MP-1596,Jabalpur,Private Commercial,39.18,1,96.9,213.86,120.7,2,0,0,0,1,8.0,24.0,75,High
PCL-MP-1597,Jabalpur,Private Commercial,49.81,1,69.71,123.92,77.8,2,0,0,0,1,40.0,21.8,68,High
PCL-MP-1598,Bhopal,Agricultural,83.42,2,58.5,105.65,80.6,0,0,0,0,1,4.1,12.8,40,Medium
PCL-MP-1599,Raisen,Private Commercial,23.26,1,53.0,53.72,1.4,0,0,0,0,0,45.0,0.0,0,Low
PCL-MP-1600,Ujjain,Private Commercial,18.36,1,93.13,126.68,36.0,0,0,0,0,1,27.3,6.4,20,Low
PCL-MP-1601,Indore,Government Wasteland,73.64,1,26.74,33.48,25.2,0,0,0,0,1,43.0,6.1,19,Low
PCL-MP-1602,Indore,Agricultural,41.98,7,87.55,200.18,128.6,0,0,0,0,1,4.8,17.0,53,Medium
PCL-MP-1603,Raisen,Tribal Schedule V,40.76,12,76.03,82.17,8.1,1,1,1,0,1,23.3,32.0,100,High
PCL-MP-1604,Raisen,Forest/Eco-sensitive,55.22,2,104.11,178.5,71.5,0,1,1,1,1,36.2,22.1,69,High
PCL-MP-1605,Jabalpur,Tribal Schedule V,71.61,11,61.36,108.88,77.4,1,0,1,0,1,21.2,32.0,100,High
PCL-MP-1606,Jabalpur,Private Commercial,21.91,3,74.77,154.37,106.5,1,0,0,0,0,38.0,18.2,57,Medium
PCL-MP-1607,Jabalpur,Agricultural,50.12,8,89.38,143.22,60.2,0,0,0,0,0,36.5,12.8,40,Medium
PCL-MP-1608,Indore,Agricultural,63.62,5,99.09,109.41,10.4,0,1,0,0,1,8.1,10.6,33,Low
PCL-MP-1609,Ujjain,Forest/Eco-sensitive,63.39,4,50.74,108.03,112.9,0,0,0,1,1,36.3,18.2,57,Medium
PCL-MP-1610,Bhopal,Agricultural,1.67,2,94.36,184.87,95.9,2,0,0,0,0,7.0,23.0,72,High
PCL-MP-1611,Ujjain,Forest/Eco-sensitive,16.63,3,90.43,105.34,16.5,0,1,0,1,0,20.3,13.4,42,Medium
PCL-MP-1612,Raisen,Private Commercial,73.15,2,42.11,74.77,77.6,0,1,0,0,1,28.6,12.8,40,Medium
PCL-MP-1613,Ujjain,Private Commercial,49.4,3,28.15,43.06,53.0,1,0,0,0,0,39.1,10.2,32,Low
PCL-MP-1614,Indore,Forest/Eco-sensitive,45.14,4,73.99,129.65,75.2,1,0,1,1,1,29.3,26.2,82,High
PCL-MP-1615,Indore,Agricultural,16.74,6,62.24,104.94,68.6,1,0,0,0,0,32.3,17.6,55,Medium
PCL-MP-1616,Raisen,Agricultural,25.29,7,106.58,230.0,115.8,1,0,0,0,0,38.1,20.8,65,High
PCL-MP-1617,Jabalpur,Agricultural,41.3,3,41.96,76.72,82.8,1,0,0,0,1,9.8,19.5,61,Medium
PCL-MP-1618,Bhopal,Government Wasteland,30.82,3,55.35,65.31,18.0,0,0,0,0,1,3.3,3.8,12,Low
PCL-MP-1619,Bhopal,Private Commercial,41.6,3,91.72,189.46,106.6,0,0,0,0,0,38.5,10.6,33,Low
PCL-MP-1620,Ujjain,Private Commercial,57.07,1,103.76,164.44,58.5,0,0,0,0,1,5.2,6.1,19,Low
PCL-MP-1621,Bhopal,Tribal Schedule V,4.05,4,39.2,43.95,12.1,1,0,0,0,0,22.7,9.0,28,Low
PCL-MP-1622,Ujjain,Agricultural,55.18,6,94.63,106.77,12.8,1,0,0,0,1,37.6,14.7,46,Medium
PCL-MP-1623,Indore,Agricultural,31.97,7,55.65,106.53,91.4,1,0,0,0,1,36.2,25.0,78,High
PCL-MP-1624,Raisen,Tribal Schedule V,76.39,11,92.54,136.46,47.5,2,1,0,0,0,4.3,32.0,100,High
PCL-MP-1625,Indore,Agricultural,33.73,1,81.11,152.5,88.0,0,1,0,0,1,32.2,18.9,59,Medium
PCL-MP-1626,Jabalpur,Tribal Schedule V,82.69,9,59.17,114.63,93.7,1,0,0,0,1,13.0,24.0,75,High
PCL-MP-1627,Jabalpur,Agricultural,54.91,8,84.29,188.57,123.7,0,0,0,0,1,13.9,18.2,57,Medium
PCL-MP-1628,Bhopal,Private Commercial,33.45,2,69.24,120.07,73.4,1,0,0,0,1,28.8,18.6,58,Medium
PCL-MP-1629,Sehore,Private Commercial,20.89,3,86.75,206.56,138.1,2,0,0,0,1,16.3,27.5,86,High
PCL-MP-1630,Bhopal,Forest/Eco-sensitive,80.04,4,50.33,101.59,101.8,1,0,0,1,1,40.3,24.0,75,High
PCL-MP-1631,Sehore,Agricultural,25.78,3,85.72,146.03,70.4,1,0,0,0,0,16.6,12.5,39,Medium
PCL-MP-1632,Bhopal,Agricultural,36.47,7,31.97,33.25,4.0,0,0,0,0,1,16.9,8.3,26,Low
PCL-MP-1633,Sehore,Forest/Eco-sensitive,74.19,4,79.1,189.44,139.5,0,0,0,1,1,7.7,17.9,56,Medium
PCL-MP-1634,Sehore,Agricultural,60.59,3,107.28,181.75,69.4,1,0,0,0,1,7.5,14.4,45,Medium
PCL-MP-1635,Bhopal,Private Commercial,35.03,1,56.41,77.28,37.0,0,1,0,0,1,17.2,9.3,29,Low
PCL-MP-1636,Dewas,Private Commercial,67.36,2,91.62,143.07,56.2,0,0,0,0,1,8.6,8.6,27,Low
PCL-MP-1637,Sehore,Agricultural,74.05,7,65.9,92.2,39.9,0,0,0,0,1,37.6,12.2,38,Medium
PCL-MP-1638,Ujjain,Private Commercial,64.88,4,89.74,172.07,91.7,1,1,0,0,1,28.2,24.0,75,High
PCL-MP-1639,Dewas,Private Commercial,81.46,4,87.55,165.17,88.7,0,0,0,0,1,35.9,16.0,50,Medium
PCL-MP-1640,Jabalpur,Agricultural,55.02,2,41.36,76.4,84.7,0,1,0,0,1,8.9,14.1,44,Medium
PCL-MP-1641,Bhopal,Forest/Eco-sensitive,45.44,1,48.37,60.39,24.9,0,0,1,1,1,24.2,15.4,48,Medium
PCL-MP-1642,Dewas,Agricultural,4.3,1,53.9,65.31,21.2,1,0,0,0,0,4.6,10.9,34,Low
PCL-MP-1643,Dewas,Agricultural,22.09,2,38.11,88.82,133.1,0,1,0,0,0,8.6,13.4,42,Medium
